Region,Province,City/Municipality,Head Office,Regular,Micro-finance Oriented,Branch-lite Unit
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Vincenzo A. Sagun,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Del Sur,Zamboanga (City),4,69,0,3
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Alicia,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Buug,0,3,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Diplahan,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Imelda,0,2,0,2
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Ipil (Capital),0,13,0,6
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Kabasalan,0,2,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Mabuhay,0,0,0,1
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Malangas,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Naga,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Olutanga,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Payao,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Roseller Lim,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Siay,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Talusan,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Titay,0,0,0,0
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Tungawan,0,0,0,0
Region V (Bicol Region),Albay,Bacacay,0,1,0,3
Region V (Bicol Region),Albay,Camalig,0,1,0,1
Region V (Bicol Region),Albay,Daraga (Locsin),1,8,0,5
Region V (Bicol Region),Albay,Guinobatan,1,3,0,3
Region V (Bicol Region),Albay,Jovellar,0,0,0,0
Region V (Bicol Region),Albay,Legazpi (City/Capital),2,47,1,4
Region V (Bicol Region),Albay,Libon,1,0,0,2
Region V (Bicol Region),Albay,Ligao City,0,4,1,3
Region V (Bicol Region),Albay,Malilipot,0,0,0,1
Region V (Bicol Region),Albay,Malinao,0,0,0,2
Region V (Bicol Region),Albay,Manito,0,0,0,3
Region V (Bicol Region),Albay,Oas,0,1,0,1
Region V (Bicol Region),Albay,Pio Duran,0,1,0,1
Region V (Bicol Region),Albay,Polangui,0,6,0,4
Region V (Bicol Region),Albay,Rapu-Rapu,0,0,0,0
Region V (Bicol Region),Albay,Santo Domingo (Libog),0,1,0,1
Region V (Bicol Region),Albay,Tabaco City,0,13,0,5
Region V (Bicol Region),Albay,Tiwi,0,1,0,1
Region V (Bicol Region),Camarines Norte,Basud,0,0,0,2
Region V (Bicol Region),Camarines Norte,Capalonga,1,0,0,1
Region V (Bicol Region),Camarines Norte,Daet (Capital),0,23,1,2
Region V (Bicol Region),Camarines Norte,Imelda,1,0,0,2
Region V (Bicol Region),Camarines Norte,Jose Panganiban,0,2,1,5
Region V (Bicol Region),Camarines Norte,Labo,0,0,0,0
Region V (Bicol Region),Camarines Norte,Mercedes,1,0,0,3
Region V (Bicol Region),Camarines Norte,Paracale,0,0,0,0
Region V (Bicol Region),Camarines Norte,San Vicente,1,0,0,0
Region V (Bicol Region),Camarines Norte,Santa Elena,0,0,0,3
Region V (Bicol Region),Camarines Norte,Talisay,0,0,0,0
Region V (Bicol Region),Camarines Norte,Vinzons,0,0,0,1
Region V (Bicol Region),Camarines Sur,Baao,0,1,0,2
Region V (Bicol Region),Camarines Sur,Balatan,0,0,0,1
Region V (Bicol Region),Camarines Sur,Bato,0,1,0,2
Region V (Bicol Region),Camarines Sur,Bombon,0,0,0,1
Region V (Bicol Region),Camarines Sur,Buhi,0,2,0,2
Region V (Bicol Region),Camarines Sur,Bula,0,0,0,4
Region V (Bicol Region),Camarines Sur,Cabusao,0,0,0,0
Region V (Bicol Region),Camarines Sur,Calabanga,0,3,0,3
Region V (Bicol Region),Camarines Sur,Camaligan,1,0,0,1
Region V (Bicol Region),Camarines Sur,Canaman,0,0,0,0
Region V (Bicol Region),Camarines Sur,Caramoan,0,1,0,1
Region V (Bicol Region),Camarines Sur,Del Gallego,0,0,0,2
Region V (Bicol Region),Camarines Sur,Gainza,0,0,0,0
Region V (Bicol Region),Camarines Sur,Garchitorena,0,0,0,1
Region V (Bicol Region),Camarines Sur,Goa,0,5,1,3
Region V (Bicol Region),Camarines Sur,Iriga (City),0,12,0,7
Region V (Bicol Region),Camarines Sur,Lagonoy,0,1,0,2
Region V (Bicol Region),Camarines Sur,Libmanan,1,1,1,0
Region V (Bicol Region),Camarines Sur,Lupi,0,0,0,1
Region V (Bicol Region),Camarines Sur,Magarao,0,1,0,0
Region V (Bicol Region),Camarines Sur,Milaor,0,1,0,1
Region V (Bicol Region),Camarines Sur,Minalabac,0,0,0,1
Region V (Bicol Region),Camarines Sur,Nabua,1,2,1,0
Region V (Bicol Region),Camarines Sur,Naga (City),1,65,1,6
Region V (Bicol Region),Camarines Sur,Ocampo,0,1,0,3
Region V (Bicol Region),Camarines Sur,Pamplona,0,1,0,1
Region V (Bicol Region),Camarines Sur,Pasacao,0,2,0,1
Region V (Bicol Region),Camarines Sur,Pili (Capital),0,6,1,5
Region V (Bicol Region),Camarines Sur,Presentacion (Parubcan),0,0,0,1
Region V (Bicol Region),Camarines Sur,Ragay,0,1,0,2
Region V (Bicol Region),Camarines Sur,Sagnay,0,0,0,1
Region V (Bicol Region),Camarines Sur,San Fernando,0,1,0,1
Region V (Bicol Region),Camarines Sur,San Jose,1,0,0,0
Region V (Bicol Region),Camarines Sur,Sipocot,1,2,1,2
Region V (Bicol Region),Camarines Sur,Siruma,0,0,0,1
Region V (Bicol Region),Camarines Sur,Tigaon,1,2,0,2
Region V (Bicol Region),Camarines Sur,Tinambac,0,1,0,3
Region V (Bicol Region),Catanduanes,Bagamanoc,0,0,0,0
Region V (Bicol Region),Catanduanes,Baras,0,0,0,0
Region V (Bicol Region),Catanduanes,Bato,0,0,0,1
Region V (Bicol Region),Catanduanes,Caramoran,0,0,0,0
Region V (Bicol Region),Catanduanes,Gigmoto,0,0,0,0
Region V (Bicol Region),Catanduanes,Pandan,0,0,0,0
Region V (Bicol Region),Catanduanes,Panganiban (Payo),0,0,0,0
Region V (Bicol Region),Catanduanes,San Andres (Calolbon),0,2,0,0
Region V (Bicol Region),Catanduanes,San Miguel,0,0,0,0
Region V (Bicol Region),Catanduanes,Viga,0,0,0,1
Region V (Bicol Region),Catanduanes,Virac (Capital),1,10,0,6
Region V (Bicol Region),Masbate,Aroroy,0,0,1,1
Region V (Bicol Region),Masbate,Baleno,0,0,0,2
Region V (Bicol Region),Masbate,Balud,0,0,0,3
Region V (Bicol Region),Masbate,Batuan,0,0,0,1
Region V (Bicol Region),Masbate,Cataingan,0,1,1,3
Region V (Bicol Region),Masbate,Cauayan,0,0,0,6
Region V (Bicol Region),Masbate,Claveria,0,0,0,1
Region V (Bicol Region),Masbate,Dimasalang,0,0,1,0
Region V (Bicol Region),Masbate,Esperanza,0,0,0,1
Region V (Bicol Region),Masbate,Mandaon,0,0,0,2
Region V (Bicol Region),Masbate,Masbate (City/Capital),0,14,1,2
Region V (Bicol Region),Masbate,Milagros,0,0,0,3
Region V (Bicol Region),Masbate,Mobo,0,0,0,2
Region V (Bicol Region),Masbate,Monreal,0,0,0,1
Region V (Bicol Region),Masbate,Palanas,0,0,0,2
Region V (Bicol Region),Masbate,Pio V. Corpuz (Limbuhan),0,0,0,2
Region V (Bicol Region),Masbate,Placer,0,2,0,4
Region V (Bicol Region),Masbate,San Fernando,0,1,2,2
Region V (Bicol Region),Masbate,San Jacinto,1,0,0,1
Region V (Bicol Region),Masbate,San Pascual,0,0,0,0
Region V (Bicol Region),Masbate,Uson,0,0,0,4
Region V (Bicol Region),Sorsogon,Barcelona,0,0,0,1
Region V (Bicol Region),Sorsogon,Bulan,0,4,0,1
Region V (Bicol Region),Sorsogon,Bulusan,0,0,0,1
Region V (Bicol Region),Sorsogon,Casiguran,0,1,0,1
Region V (Bicol Region),Sorsogon,Castilla,0,1,0,2
Region V (Bicol Region),Sorsogon,Donsol,1,0,0,2
Region V (Bicol Region),Sorsogon,Gubat,0,3,0,2
Region V (Bicol Region),Sorsogon,Irosin,1,3,0,4
Region V (Bicol Region),Sorsogon,Juban,0,0,0,0
Region V (Bicol Region),Sorsogon,Magallanes,0,0,0,1
Region V (Bicol Region),Sorsogon,Matnog,0,0,0,1
Region V (Bicol Region),Sorsogon,Pilar,1,0,0,3
Region V (Bicol Region),Sorsogon,Prieto Diaz,0,0,0,1
Region V (Bicol Region),Sorsogon,Santa Magdalena,0,0,0,0
Region V (Bicol Region),Sorsogon,Sorsogon (City/Capital),0,21,1,4
Region VI (Western Visayas),Aklan,Altavas,1,1,0,1
Region VI (Western Visayas),Aklan,Balete,0,0,0,0
Region VI (Western Visayas),Aklan,Banga,1,0,0,0
Region VI (Western Visayas),Aklan,Batan,0,0,0,0
Region VI (Western Visayas),Aklan,Buruanga,0,0,0,0
Region VI (Western Visayas),Aklan,Ibajay,1,0,0,1
Region VI (Western Visayas),Aklan,Kalibo (Capital),0,26,1,2
Region VI (Western Visayas),Aklan,Lezo,0,0,0,0
Region VI (Western Visayas),Aklan,Libacao,0,0,0,0
Region VI (Western Visayas),Aklan,Madalag,0,0,0,0
Region VI (Western Visayas),Aklan,Makato,1,0,0,0
Region VI (Western Visayas),Aklan,Malay,0,15,1,7
Region VI (Western Visayas),Aklan,Malinao,0,0,0,0
Region VI (Western Visayas),Aklan,Nabas,0,0,0,1
Region VI (Western Visayas),Aklan,New Washington,1,0,0,0
Region VI (Western Visayas),Aklan,Numancia,0,1,0,0
Region VI (Western Visayas),Aklan,Tangalan,0,0,0,0
Region VI (Western Visayas),Antique,Anini-Y,0,1,0,1
Region VI (Western Visayas),Antique,Barbaza,0,0,0,1
Region VI (Western Visayas),Antique,Belison,0,0,0,1
Region VI (Western Visayas),Antique,Bugasong,1,1,0,3
Region VI (Western Visayas),Antique,Caluya,0,1,0,0
Region VI (Western Visayas),Antique,Culasi,0,3,1,3
Region VI (Western Visayas),Antique,Hamtic,0,0,0,1
Region VI (Western Visayas),Antique,Laua-An,0,0,0,1
Region VI (Western Visayas),Antique,Libertad,0,0,0,0
Region VI (Western Visayas),Antique,Pandan,0,0,0,1
Region VI (Western Visayas),Antique,Patnongon,0,0,0,1
Region VI (Western Visayas),Antique,San Jose (Capital),0,20,2,3
Region VI (Western Visayas),Antique,San Remegio,0,0,0,0
Region VI (Western Visayas),Antique,Sebaste,0,0,0,1
Region VI (Western Visayas),Antique,Sibalom,0,2,0,1
Region VI (Western Visayas),Antique,Tibiao,1,0,0,0
Region VI (Western Visayas),Antique,Tobias Fornier (Dao),0,0,0,1
Region VI (Western Visayas),Antique,Valderama,0,0,0,0
Region VI (Western Visayas),Capiz,Cuartero,1,0,0,1
Region VI (Western Visayas),Capiz,Dao,0,0,0,1
Region VI (Western Visayas),Capiz,Dumalag,0,1,0,1
Region VI (Western Visayas),Capiz,Dumarao,0,0,0,1
Region VI (Western Visayas),Capiz,Ivisan,0,0,0,1
Region VI (Western Visayas),Capiz,Jamindan,1,0,0,1
Region VI (Western Visayas),Capiz,Ma-Ayon,0,0,0,1
Region VI (Western Visayas),Capiz,Mambusao,1,2,0,2
Region VI (Western Visayas),Capiz,Panay,0,0,0,1
Region VI (Western Visayas),Capiz,Panitan,0,0,0,1
Region VI (Western Visayas),Capiz,Pilar,0,0,0,0
Region VI (Western Visayas),Capiz,Pontevedra,0,0,1,1
Region VI (Western Visayas),Capiz,President Roxas,0,0,0,2
Region VI (Western Visayas),Capiz,Roxas (City/Capital),1,38,2,0
Region VI (Western Visayas),Capiz,Sapian,0,0,0,0
Region VI (Western Visayas),Capiz,Sigma,0,0,1,2
Region VI (Western Visayas),Capiz,Tapaz,0,0,0,1
Region VI (Western Visayas),Guimaras,Buenavista,0,0,0,0
Region VI (Western Visayas),Guimaras,Jordan (Capital),0,2,2,3
Region VI (Western Visayas),Guimaras,Nueva Valencia,0,0,0,1
Region VI (Western Visayas),Guimaras,San Lorenzo,0,0,0,0
Region VI (Western Visayas),Guimaras,Sibunag,1,0,0,0
Region VI (Western Visayas),Iloilo,Ajuy,0,0,0,1
Region VI (Western Visayas),Iloilo,Alimodian,1,0,0,0
Region VI (Western Visayas),Iloilo,Anilao,0,1,0,0
Region VI (Western Visayas),Iloilo,Badiangan,0,0,0,0
Region VI (Western Visayas),Iloilo,Balasan,1,0,0,2
Region VI (Western Visayas),Iloilo,Banate,0,1,0,0
Region VI (Western Visayas),Iloilo,Barotac Nuevo,0,4,1,2
Region VI (Western Visayas),Iloilo,Barotac Viejo,0,1,0,0
Region VI (Western Visayas),Iloilo,Batad,0,0,0,0
Region VI (Western Visayas),Iloilo,Bingawan,0,0,0,0
Region VI (Western Visayas),Iloilo,Cabatuan,1,1,0,3
Region VI (Western Visayas),Iloilo,Calinog,1,0,0,2
Region VI (Western Visayas),Iloilo,Carles,0,0,0,1
Region VI (Western Visayas),Iloilo,Concepcion,0,0,0,1
Region VI (Western Visayas),Iloilo,Dingle,0,2,0,0
Region VI (Western Visayas),Iloilo,Duenas,0,0,0,1
Region VI (Western Visayas),Iloilo,Dumangas,1,0,0,1
Region VI (Western Visayas),Iloilo,Estancia,0,5,2,2
Region VI (Western Visayas),Iloilo,Guimbal,1,1,0,1
Region VI (Western Visayas),Iloilo,Igbaras,0,1,0,1
Region VI (Western Visayas),Iloilo,Iloilo (City/Capital),4,135,3,12
Region VI (Western Visayas),Iloilo,Janiuay,1,1,0,1
Region VI (Western Visayas),Iloilo,Lambunao,0,1,0,1
Region VI (Western Visayas),Iloilo,Leganes,1,1,0,1
Region VI (Western Visayas),Iloilo,Lemery,0,0,0,1
Region VI (Western Visayas),Iloilo,Leon,0,1,0,1
Region VI (Western Visayas),Iloilo,Maasin,0,1,0,0
Region VI (Western Visayas),Iloilo,Miagao,1,2,1,2
Region VI (Western Visayas),Iloilo,Mina,0,1,0,0
Region VI (Western Visayas),Iloilo,New Lucena,0,1,0,0
Region VI (Western Visayas),Iloilo,Oton,0,8,0,4
Region VI (Western Visayas),Iloilo,Passi City,0,7,1,6
Region VI (Western Visayas),Iloilo,Pavia,1,3,0,1
Region VI (Western Visayas),Iloilo,Pototan,2,4,0,7
Region VI (Western Visayas),Iloilo,San Dionisio,0,0,0,1
Region VI (Western Visayas),Iloilo,San Enrique,0,0,0,1
Region VI (Western Visayas),Iloilo,San Joaquin,0,1,0,1
Region VI (Western Visayas),Iloilo,San Miguel,1,0,0,1
Region VI (Western Visayas),Iloilo,San Rafael,0,0,0,0
Region VI (Western Visayas),Iloilo,Santa Barbara,2,2,0,1
Region VI (Western Visayas),Iloilo,Sara,0,3,1,3
Region VI (Western Visayas),Iloilo,Tigbauan,1,2,0,2
Region VI (Western Visayas),Iloilo,Tubungan,0,0,0,1
Region VI (Western Visayas),Iloilo,Zarraga,1,0,0,1
Region VI (Western Visayas),Negros Occidental,Bacolod (City/Capital),5,104,0,3
Region VI (Western Visayas),Negros Occidental,Bago City,0,4,0,3
Region VI (Western Visayas),Negros Occidental,Binalbagan,0,3,0,1
Region VI (Western Visayas),Negros Occidental,Cadiz (City),1,7,0,4
Region VI (Western Visayas),Negros Occidental,Calatrava,0,0,0,0
Region VI (Western Visayas),Negros Occidental,Candoni,0,0,0,0
Region VI (Western Visayas),Negros Occidental,Cauayan,0,1,0,0
Region VI (Western Visayas),Negros Occidental,Enrique B. Magalona (Saravia),0,1,0,0
Region VI (Western Visayas),Negros Occidental,Escalante City,1,3,0,1
Region VI (Western Visayas),Negros Occidental,Himamaylan City,0,1,0,0
Region VI (Western Visayas),Negros Occidental,Hinigaran,0,3,0,1
Region VI (Western Visayas),Negros Occidental,Hinoba-An (Asia),0,2,0,0
Region VI (Western Visayas),Negros Occidental,Ilog,1,0,0,0
Region VI (Western Visayas),Negros Occidental,Isabela,0,0,0,0
Region VI (Western Visayas),Negros Occidental,Kabankalan City,0,16,0,4
Region VI (Western Visayas),Negros Occidental,La Carlota (City),0,3,0,1
Region VI (Western Visayas),Negros Occidental,La Castellana,0,1,0,0
Region VI (Western Visayas),Negros Occidental,Manapla,1,0,0,0
Region VI (Western Visayas),Negros Occidental,Moises Padilla (Magallon),0,0,0,0
Region VI (Western Visayas),Negros Occidental,Murcia,0,0,0,0
Region VI (Western Visayas),Negros Occidental,Pontevedra,1,0,0,0
Region VI (Western Visayas),Negros Occidental,Pulupandan,0,0,0,0
Region VI (Western Visayas),Negros Occidental,Sagay City,1,2,0,1
Region VI (Western Visayas),Negros Occidental,Salvador Benedicto,0,0,0,0
Region VI (Western Visayas),Negros Occidental,San Carlos (City),0,13,0,2
Region VI (Western Visayas),Negros Occidental,San Enrique,0,0,0,0
Region VI (Western Visayas),Negros Occidental,Silay (City),1,9,0,2
Region VI (Western Visayas),Negros Occidental,Sipalay City,0,2,0,2
Region VI (Western Visayas),Negros Occidental,Talisay City,1,4,0,0
Region VI (Western Visayas),Negros Occidental,Toboso,0,0,0,0
Region VI (Western Visayas),Negros Occidental,Valladolid,0,1,0,0
Region VI (Western Visayas),Negros Occidental,Victorias City,0,7,0,1
Region VII (Central Visayas),Bohol,Alburquerque,0,0,0,0
Region VII (Central Visayas),Bohol,Alicia,0,0,0,0
Region VII (Central Visayas),Bohol,Anda,0,0,0,1
Region VII (Central Visayas),Bohol,Antequera,0,1,0,1
Region VII (Central Visayas),Bohol,Baclayon,0,1,0,1
Region VII (Central Visayas),Bohol,Balilihan,0,0,0,1
Region VII (Central Visayas),Bohol,Batuan,0,0,0,0
Region VII (Central Visayas),Bohol,Bien Unido,0,0,0,0
Region VII (Central Visayas),Bohol,Bilar,0,0,0,0
Region VII (Central Visayas),Bohol,Buenavista,0,0,0,0
Region VII (Central Visayas),Bohol,Calape,0,1,0,0
Region VII (Central Visayas),Bohol,Candijay,0,1,0,0
Region VII (Central Visayas),Bohol,Carmen,0,1,0,0
Region VII (Central Visayas),Bohol,Catigbian,0,1,0,0
Region VII (Central Visayas),Bohol,Clarin,0,1,0,0
Region VII (Central Visayas),Bohol,Corella,0,0,0,1
Region VII (Central Visayas),Bohol,Cortes,0,1,0,0
Region VII (Central Visayas),Bohol,Dagohoy,0,0,0,0
Region VII (Central Visayas),Bohol,Danao,0,0,0,0
Region VII (Central Visayas),Bohol,Dauis,0,0,0,1
Region VII (Central Visayas),Bohol,Dimiao,0,0,0,0
Region VII (Central Visayas),Bohol,Duero,0,0,0,0
Region VII (Central Visayas),Bohol,Garcia Hernandez,0,0,0,0
Region VII (Central Visayas),Bohol,Getafe,0,1,0,0
Region VII (Central Visayas),Bohol,Guindulman,0,1,0,0
Region VII (Central Visayas),Bohol,Inabanga,0,2,0,0
Region VII (Central Visayas),Bohol,Jagna,0,3,0,4
Region VII (Central Visayas),Bohol,Lila,0,0,0,0
Region VII (Central Visayas),Bohol,Loay,0,1,0,0
Region VII (Central Visayas),Bohol,Loboc,1,0,0,0
Region VII (Central Visayas),Bohol,Loon,1,1,0,2
Region VII (Central Visayas),Bohol,Mabini,0,0,0,0
Region VII (Central Visayas),Bohol,Maribojoc,0,0,0,1
Region VII (Central Visayas),Bohol,Panglao,0,4,0,1
Region VII (Central Visayas),Bohol,Pilar,0,1,0,0
Region VII (Central Visayas),Bohol,Pitogo,0,0,0,0
Region VII (Central Visayas),Bohol,Sagbayan (Borja),0,1,0,0
Region VII (Central Visayas),Bohol,San Isidro,0,0,0,0
Region VII (Central Visayas),Bohol,San Miguel,0,0,0,0
Region VII (Central Visayas),Bohol,Sevilla,0,0,0,0
Region VII (Central Visayas),Bohol,Sierra Bullones,0,1,0,0
Region VII (Central Visayas),Bohol,Sikatuna,0,0,0,0
Region VII (Central Visayas),Bohol,Tagbilaran (City/Capital),2,40,2,2
Region VII (Central Visayas),Bohol,Talibon,0,4,0,1
Region VII (Central Visayas),Bohol,Trinidad,0,1,0,0
Region VII (Central Visayas),Bohol,Tubigon,0,6,0,5
Region VII (Central Visayas),Bohol,Ubay,0,4,1,3
Region VII (Central Visayas),Bohol,Valencia,0,1,0,0
Region VII (Central Visayas),Cebu,Alcantara,0,0,0,0
Region VII (Central Visayas),Cebu,Alcoy,0,1,0,0
Region VII (Central Visayas),Cebu,Alegria,0,0,0,0
Region VII (Central Visayas),Cebu,Aloguinsan,0,0,0,0
Region VII (Central Visayas),Cebu,Argao,0,2,1,2
Region VII (Central Visayas),Cebu,Asturias,0,1,0,0
Region VII (Central Visayas),Cebu,Badian,0,0,0,0
Region VII (Central Visayas),Cebu,Balamban,1,5,0,0
Region VII (Central Visayas),Cebu,Bantayan,0,3,1,3
Region VII (Central Visayas),Cebu,Barili,1,0,0,2
Region VII (Central Visayas),Cebu,Bogo City,2,15,0,3
Region VII (Central Visayas),Cebu,Boljoon,0,1,0,0
Region VII (Central Visayas),Cebu,Borbon,0,1,0,0
Region VII (Central Visayas),Cebu,Carcar City,0,17,1,3
Region VII (Central Visayas),Cebu,Carmen,0,1,0,0
Region VII (Central Visayas),Cebu,Catmon,1,0,0,0
Region VII (Central Visayas),Cebu,Cebu (City/Capital),9,222,0,20
Region VII (Central Visayas),Cebu,Compostela,0,2,0,0
Region VII (Central Visayas),Cebu,Consolacion,0,13,0,4
Region VII (Central Visayas),Cebu,Cordoba,1,0,0,1
Region VII (Central Visayas),Cebu,Daanbantayan,0,2,0,1
Region VII (Central Visayas),Cebu,Dalaguete,1,1,0,2
Region VII (Central Visayas),Cebu,Danao (City),0,7,0,6
Region VII (Central Visayas),Cebu,Dumanjug,0,1,0,2
Region VII (Central Visayas),Cebu,Ginatilan,0,0,0,1
Region VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),2,40,0,9
Region VII (Central Visayas),Cebu,Liloan,0,5,0,1
Region VII (Central Visayas),Cebu,Madridejos,1,0,0,0
Region VII (Central Visayas),Cebu,Malabuyoc,0,0,0,0
Region VII (Central Visayas),Cebu,Mandaue (City),3,85,0,7
Region VII (Central Visayas),Cebu,Medellin,1,0,0,0
Region VII (Central Visayas),Cebu,Minglanilla,0,9,1,6
Region VII (Central Visayas),Cebu,Moalboal,0,4,0,3
Region VII (Central Visayas),Cebu,Naga City,0,4,0,4
Region VII (Central Visayas),Cebu,Oslob,1,0,0,3
Region VII (Central Visayas),Cebu,Pilar,0,0,0,0
Region VII (Central Visayas),Cebu,Pinamungahan,0,1,0,0
Region VII (Central Visayas),Cebu,Poro,0,1,0,0
Region VII (Central Visayas),Cebu,Ronda,1,0,0,0
Region VII (Central Visayas),Cebu,Samboan,0,1,0,0
Region VII (Central Visayas),Cebu,San Fernando,0,2,0,1
Region VII (Central Visayas),Cebu,San Francisco,0,1,0,1
Region VII (Central Visayas),Cebu,San Remigio,0,1,0,0
Region VII (Central Visayas),Cebu,Santa Fe,0,1,0,0
Region VII (Central Visayas),Cebu,Santander,0,1,0,0
Region VII (Central Visayas),Cebu,Sibonga,0,1,0,1
Region VII (Central Visayas),Cebu,Sogod,0,1,0,2
Region VII (Central Visayas),Cebu,Tabogon,0,0,0,0
Region VII (Central Visayas),Cebu,Tabuelan,0,0,0,0
Region VII (Central Visayas),Cebu,Talisay City,1,27,0,4
Region VII (Central Visayas),Cebu,Toledo (City),0,12,0,2
Region VII (Central Visayas),Cebu,Tuburan,0,1,0,1
Region VII (Central Visayas),Cebu,Tudela,0,0,0,0
Region VII (Central Visayas),Negros Oriental,Amlan (Ayuquitan),0,0,0,0
Region VII (Central Visayas),Negros Oriental,Ayungon,1,4,0,2
Region VII (Central Visayas),Negros Oriental,Bacong,0,1,0,1
Region VII (Central Visayas),Negros Oriental,Bais (City),0,0,0,1
Region VII (Central Visayas),Negros Oriental,Basay,0,0,0,0
Region VII (Central Visayas),Negros Oriental,Bindoy (Payabon),9,71,3,33
Region VII (Central Visayas),Negros Oriental,Canlaon (City),1,0,0,2
Region VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),0,3,1,1
Region VII (Central Visayas),Negros Oriental,Dauin,0,0,0,2
Region VII (Central Visayas),Negros Oriental,Dumaguete (City/Capital),0,1,0,1
Region VII (Central Visayas),Negros Oriental,Guihulngan City,0,7,1,0
Region VII (Central Visayas),Negros Oriental,Jimalalud,0,0,0,1
Region VII (Central Visayas),Negros Oriental,La Libertad,0,0,0,2
Region VII (Central Visayas),Negros Oriental,Mabinay,0,0,0,0
Region VII (Central Visayas),Negros Oriental,Manjuyod,0,8,1,4
Region VII (Central Visayas),Negros Oriental,Pamplona,0,0,0,1
Region VII (Central Visayas),Negros Oriental,San Jose,5,45,1,2
Region VII (Central Visayas),Negros Oriental,Santa Catalina,0,2,0,2
Region VII (Central Visayas),Negros Oriental,Siaton,0,0,0,0
Region VII (Central Visayas),Negros Oriental,Sibulan,0,0,0,0
Region VII (Central Visayas),Negros Oriental,Tanjay City,0,0,0,3
Region VII (Central Visayas),Negros Oriental,Tayasan,0,0,0,1
Region VII (Central Visayas),Negros Oriental,Valencia,1,0,0,1
Region VII (Central Visayas),Negros Oriental,Vallehermoso,0,1,0,0
Region VII (Central Visayas),Negros Oriental,Zamboanguita,1,0,0,1
Region VII (Central Visayas),Siquijor,Enrique Villanueva,0,2,0,1
Region VII (Central Visayas),Siquijor,Larena,1,5,0,5
Region VII (Central Visayas),Siquijor,Lazi,0,0,0,0
Region VII (Central Visayas),Siquijor,Maria,0,0,0,1
Region VII (Central Visayas),Siquijor,San Juan,0,0,0,0
Region VII (Central Visayas),Siquijor,Siquijor (Capital),0,0,0,1
Region VIII (Eastern Visayas),Biliran,Almeria,0,0,0,0
Region VIII (Eastern Visayas),Biliran,Biliran,0,0,0,1
Region VIII (Eastern Visayas),Biliran,Cabucgayan,0,0,0,0
Region VIII (Eastern Visayas),Biliran,Caibiran,0,0,0,1
Region VIII (Eastern Visayas),Biliran,Culaba,0,0,0,0
Region VIII (Eastern Visayas),Biliran,Kawayan,0,0,0,1
Region VIII (Eastern Visayas),Biliran,Maripipi,0,0,0,0
Region VIII (Eastern Visayas),Biliran,Naval (Capital),0,3,1,3
Region VIII (Eastern Visayas),Eastern Samar,Arteche,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Balangiga,0,0,1,0
Region VIII (Eastern Visayas),Eastern Samar,Balangkayan,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Can-Avid,0,9,1,1
Region VIII (Eastern Visayas),Eastern Samar,City of Borongan (Capital),0,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,Dolores,1,1,0,1
Region VIII (Eastern Visayas),Eastern Samar,General Macarthur,0,1,0,1
Region VIII (Eastern Visayas),Eastern Samar,Giporlos,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Guiuan,1,3,1,1
Region VIII (Eastern Visayas),Eastern Samar,Hernani,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Jipapad,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Lawaan,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Llorente,0,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,Maslog,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Maydolong,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Mercedes,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Oras,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Quinapondan,0,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,Salcedo,0,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,San Julian,0,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,San Policarpo,0,0,0,0
