Region,Province,City/Municipality,Rural,Thrift,UKB
Region V (Bicol Region),Camarines Sur,Minalabac,0,0,0
Region V (Bicol Region),Camarines Sur,Nabua,1,3,4
Region V (Bicol Region),Camarines Sur,Naga (City),2,12,118
Region V (Bicol Region),Camarines Sur,Ocampo,0,0,1
Region V (Bicol Region),Camarines Sur,Pamplona,0,1,0
Region V (Bicol Region),Camarines Sur,Pasacao,0,2,1
Region V (Bicol Region),Camarines Sur,Pili (Capital),1,1,15
Region V (Bicol Region),Camarines Sur,Presentacion (Parubcan),0,0,0
Region V (Bicol Region),Camarines Sur,Ragay,0,2,0
Region V (Bicol Region),Camarines Sur,Sagnay,0,0,1
Region V (Bicol Region),Camarines Sur,San Fernando,0,1,0
Region V (Bicol Region),Camarines Sur,San Jose,0,0,1
Region V (Bicol Region),Camarines Sur,Sipocot,1,1,2
Region V (Bicol Region),Camarines Sur,Siruma,0,0,0
Region V (Bicol Region),Camarines Sur,Tigaon,0,1,1
Region V (Bicol Region),Camarines Sur,Tinambac,0,2,0
Region V (Bicol Region),Catanduanes,Bagamanoc,0,0,0
Region V (Bicol Region),Catanduanes,Baras,0,0,2
Region V (Bicol Region),Catanduanes,Bato,0,0,0
Region V (Bicol Region),Catanduanes,Caramoran,0,0,0
Region V (Bicol Region),Catanduanes,Gigmoto,0,0,0
Region V (Bicol Region),Catanduanes,Pandan,0,0,0
Region V (Bicol Region),Catanduanes,Panganiban (Payo),0,0,0
Region V (Bicol Region),Catanduanes,San Andres (Calolbon),0,0,5
Region V (Bicol Region),Catanduanes,San Miguel,0,0,0
Region V (Bicol Region),Catanduanes,Viga,0,0,1
Region V (Bicol Region),Catanduanes,Virac (Capital),0,2,18
Region V (Bicol Region),Masbate,Aroroy,1,0,3
Region V (Bicol Region),Masbate,Baleno,0,0,0
Region V (Bicol Region),Masbate,Balud,0,0,1
Region V (Bicol Region),Masbate,Batuan,0,0,0
Region V (Bicol Region),Masbate,Cataingan,1,0,3
Region V (Bicol Region),Masbate,Cauayan,0,0,0
Region V (Bicol Region),Masbate,Claveria,0,0,0
Region V (Bicol Region),Masbate,Dimasalang,0,0,1
Region V (Bicol Region),Masbate,Esperanza,0,0,0
Region V (Bicol Region),Masbate,Mandaon,0,0,1
Region V (Bicol Region),Masbate,Masbate (City/Capital),1,2,26
Region V (Bicol Region),Masbate,Milagros,0,0,2
Region V (Bicol Region),Masbate,Mobo,0,0,2
Region V (Bicol Region),Masbate,Monreal,0,0,0
Region V (Bicol Region),Masbate,Palanas,0,0,0
Region V (Bicol Region),Masbate,Pio V. Corpuz (Limbuhan),0,0,0
Region V (Bicol Region),Masbate,Placer,0,0,2
Region V (Bicol Region),Masbate,San Fernando,0,0,0
Region V (Bicol Region),Masbate,San Jacinto,0,0,0
Region V (Bicol Region),Masbate,San Pascual,0,0,0
Region V (Bicol Region),Masbate,Uson,0,0,0
Region V (Bicol Region),Sorsogon,Barcelona,0,0,1
Region V (Bicol Region),Sorsogon,Bulan,0,1,2
Region V (Bicol Region),Sorsogon,Bulusan,0,0,1
Region V (Bicol Region),Sorsogon,Casiguran,1,0,1
Region V (Bicol Region),Sorsogon,Castilla,0,0,1
Region V (Bicol Region),Sorsogon,Donsol,0,0,1
Region V (Bicol Region),Sorsogon,Gubat,0,1,0
Region V (Bicol Region),Sorsogon,Irosin,0,0,3
Region V (Bicol Region),Sorsogon,Juban,0,0,0
Region V (Bicol Region),Sorsogon,Magallanes,0,0,1
Region V (Bicol Region),Sorsogon,Matnog,0,0,1
Region V (Bicol Region),Sorsogon,Pilar,1,0,2
Region V (Bicol Region),Sorsogon,Prieto Diaz,0,0,1
Region V (Bicol Region),Sorsogon,Santa Magdalena,0,0,0
Region V (Bicol Region),Sorsogon,Sorsogon (City/Capital),0,6,26
Region VI (Western Visayas),Aklan,Altavas,0,1,1
Region VI (Western Visayas),Aklan,Balete,0,0,0
Region VI (Western Visayas),Aklan,Banga,0,0,2
Region VI (Western Visayas),Aklan,Batan,0,0,0
Region VI (Western Visayas),Aklan,Buruanga,0,0,0
Region VI (Western Visayas),Aklan,Ibajay,1,0,0
Region VI (Western Visayas),Aklan,Kalibo (Capital),1,6,44
Region VI (Western Visayas),Aklan,Lezo,0,0,1
Region VI (Western Visayas),Aklan,Libacao,0,0,0
Region VI (Western Visayas),Aklan,Madalag,0,0,0
Region VI (Western Visayas),Aklan,Makato,0,0,1
Region VI (Western Visayas),Aklan,Malay,1,10,51
Region VI (Western Visayas),Aklan,Malinao,0,0,0
Region VI (Western Visayas),Aklan,Nabas,1,0,0
Region VI (Western Visayas),Aklan,New Washington,1,0,0
Region VI (Western Visayas),Aklan,Numancia,0,1,0
Region VI (Western Visayas),Aklan,Tangalan,0,0,1
Region VI (Western Visayas),Antique,Anini-Y,0,0,0
Region VI (Western Visayas),Antique,Barbaza,0,0,0
Region VI (Western Visayas),Antique,Belison,0,0,0
Region VI (Western Visayas),Antique,Bugasong,0,2,0
Region VI (Western Visayas),Antique,Caluya,6,0,0
Region VI (Western Visayas),Antique,Culasi,1,1,2
Region VI (Western Visayas),Antique,Hamtic,0,0,0
Region VI (Western Visayas),Antique,Laua-An,0,0,0
Region VI (Western Visayas),Antique,Libertad,0,0,0
Region VI (Western Visayas),Antique,Pandan,0,0,0
Region VI (Western Visayas),Antique,Patnongon,0,0,0
Region VI (Western Visayas),Antique,San Jose (Capital),2,4,29
Region VI (Western Visayas),Antique,San Remegio,0,0,2
Region VI (Western Visayas),Antique,Sebaste,0,0,0
Region VI (Western Visayas),Antique,Sibalom,0,2,3
Region VI (Western Visayas),Antique,Tibiao,0,0,0
Region VI (Western Visayas),Antique,Tobias Fornier (Dao),0,0,0
Region VI (Western Visayas),Antique,Valderama,0,0,0
Region VI (Western Visayas),Capiz,Cuartero,0,0,0
Region VI (Western Visayas),Capiz,Dao,0,0,2
Region VI (Western Visayas),Capiz,Dumalag,1,0,0
Region VI (Western Visayas),Capiz,Dumarao,0,0,0
Region VI (Western Visayas),Capiz,Ivisan,0,0,0
Region VI (Western Visayas),Capiz,Jamindan,0,0,0
Region VI (Western Visayas),Capiz,Ma-Ayon,0,0,0
Region VI (Western Visayas),Capiz,Mambusao,1,1,2
Region VI (Western Visayas),Capiz,Panay,0,0,0
Region VI (Western Visayas),Capiz,Panitan,0,0,0
Region VI (Western Visayas),Capiz,Pilar,0,0,0
Region VI (Western Visayas),Capiz,Pontevedra,1,0,0
Region VI (Western Visayas),Capiz,President Roxas,0,1,2
Region VI (Western Visayas),Capiz,Roxas (City/Capital),2,6,57
Region VI (Western Visayas),Capiz,Sapian,0,0,0
Region VI (Western Visayas),Capiz,Sigma,1,0,0
Region VI (Western Visayas),Capiz,Tapaz,0,0,0
Region VI (Western Visayas),Guimaras,Buenavista,0,0,3
Region VI (Western Visayas),Guimaras,Jordan (Capital),2,0,4
Region VI (Western Visayas),Guimaras,Nueva Valencia,0,0,0
Region VI (Western Visayas),Guimaras,San Lorenzo,0,0,0
Region VI (Western Visayas),Guimaras,Sibunag,0,0,0
Region VI (Western Visayas),Iloilo,Ajuy,0,0,0
Region VI (Western Visayas),Iloilo,Alimodian,0,0,0
Region VI (Western Visayas),Iloilo,Anilao,0,0,0
Region VI (Western Visayas),Iloilo,Badiangan,0,0,0
Region VI (Western Visayas),Iloilo,Balasan,1,0,1
Region VI (Western Visayas),Iloilo,Banate,0,0,0
Region VI (Western Visayas),Iloilo,Barotac Nuevo,0,4,2
Region VI (Western Visayas),Iloilo,Barotac Viejo,1,0,0
Region VI (Western Visayas),Iloilo,Batad,0,0,0
Region VI (Western Visayas),Iloilo,Bingawan,0,0,0
Region VI (Western Visayas),Iloilo,Cabatuan,0,2,3
Region VI (Western Visayas),Iloilo,Calinog,0,0,1
Region VI (Western Visayas),Iloilo,Carles,0,0,0
Region VI (Western Visayas),Iloilo,Concepcion,0,0,0
Region VI (Western Visayas),Iloilo,Dingle,0,0,0
Region VI (Western Visayas),Iloilo,Duenas,0,0,0
Region VI (Western Visayas),Iloilo,Dumangas,0,0,0
Region VI (Western Visayas),Iloilo,Estancia,3,1,3
Region VI (Western Visayas),Iloilo,Guimbal,0,0,1
Region VI (Western Visayas),Iloilo,Igbaras,0,0,0
Region VI (Western Visayas),Iloilo,Iloilo (City/Capital),8,24,266
Region VI (Western Visayas),Iloilo,Janiuay,0,0,2
Region VI (Western Visayas),Iloilo,Lambunao,0,1,0
Region VI (Western Visayas),Iloilo,Leganes,0,1,0
Region VI (Western Visayas),Iloilo,Lemery,0,0,0
Region VI (Western Visayas),Iloilo,Leon,0,0,0
Region VI (Western Visayas),Iloilo,Maasin,0,0,0
Region VI (Western Visayas),Iloilo,Miagao,1,0,4
Region VI (Western Visayas),Iloilo,Mina,0,0,0
Region VI (Western Visayas),Iloilo,New Lucena,0,0,0
Region VI (Western Visayas),Iloilo,Oton,1,2,3
Region VI (Western Visayas),Iloilo,Passi City,2,0,9
Region VI (Western Visayas),Iloilo,Pavia,0,1,9
Region VI (Western Visayas),Iloilo,Pototan,1,0,5
Region VI (Western Visayas),Iloilo,San Dionisio,0,0,0
Region VI (Western Visayas),Iloilo,San Enrique,0,0,0
Region VI (Western Visayas),Iloilo,San Joaquin,0,1,0
Region VI (Western Visayas),Iloilo,San Miguel,0,1,1
Region VI (Western Visayas),Iloilo,San Rafael,0,0,1
Region VI (Western Visayas),Iloilo,Santa Barbara,1,1,3
Region VI (Western Visayas),Iloilo,Sara,2,0,5
Region VI (Western Visayas),Iloilo,Tigbauan,2,1,0
Region VI (Western Visayas),Iloilo,Tubungan,0,0,0
Region VI (Western Visayas),Iloilo,Zarraga,0,1,1
Region VI (Western Visayas),Negros Occidental,Bacolod (City/Capital),1,11,225
Region VI (Western Visayas),Negros Occidental,Bago City,0,1,6
Region VI (Western Visayas),Negros Occidental,Binalbagan,1,1,4
Region VI (Western Visayas),Negros Occidental,Cadiz (City),0,1,10
Region VI (Western Visayas),Negros Occidental,Calatrava,0,0,0
Region VI (Western Visayas),Negros Occidental,Candoni,0,0,0
Region VI (Western Visayas),Negros Occidental,Cauayan,0,0,0
Region VI (Western Visayas),Negros Occidental,Enrique B. Magalona (Saravia),1,0,2
Region VI (Western Visayas),Negros Occidental,Escalante City,0,3,4
Region VI (Western Visayas),Negros Occidental,Himamaylan City,1,1,1
Region VI (Western Visayas),Negros Occidental,Hinigaran,1,1,5
Region VI (Western Visayas),Negros Occidental,Hinoba-An (Asia),1,0,0
Region VI (Western Visayas),Negros Occidental,Ilog,0,0,0
Region VI (Western Visayas),Negros Occidental,Isabela,0,0,0
Region VI (Western Visayas),Negros Occidental,Kabankalan City,0,2,23
Region VI (Western Visayas),Negros Occidental,La Carlota (City),1,0,6
Region VI (Western Visayas),Negros Occidental,La Castellana,0,1,0
Region VI (Western Visayas),Negros Occidental,Manapla,1,0,1
Region VI (Western Visayas),Negros Occidental,Moises Padilla (Magallon),0,0,0
Region VI (Western Visayas),Negros Occidental,Murcia,0,0,0
Region VI (Western Visayas),Negros Occidental,Pontevedra,2,0,0
Region VI (Western Visayas),Negros Occidental,Pulupandan,0,0,0
Region VI (Western Visayas),Negros Occidental,Sagay City,0,0,6
Region VI (Western Visayas),Negros Occidental,Salvador Benedicto,0,0,0
Region VI (Western Visayas),Negros Occidental,San Carlos (City),0,2,16
Region VI (Western Visayas),Negros Occidental,San Enrique,0,0,0
Region VI (Western Visayas),Negros Occidental,Silay (City),0,1,16
Region VI (Western Visayas),Negros Occidental,Sipalay City,0,0,2
Region VI (Western Visayas),Negros Occidental,Talisay City,2,1,13
Region VI (Western Visayas),Negros Occidental,Toboso,0,0,0
Region VI (Western Visayas),Negros Occidental,Valladolid,1,1,0
Region VI (Western Visayas),Negros Occidental,Victorias City,0,1,13
Region VII (Central Visayas),Bohol,Alburquerque,0,1,0
Region VII (Central Visayas),Bohol,Alicia,0,1,1
Region VII (Central Visayas),Bohol,Anda,0,1,1
Region VII (Central Visayas),Bohol,Antequera,0,1,0
Region VII (Central Visayas),Bohol,Baclayon,0,1,0
Region VII (Central Visayas),Bohol,Balilihan,0,1,0
Region VII (Central Visayas),Bohol,Batuan,0,1,0
Region VII (Central Visayas),Bohol,Bien Unido,0,2,0
Region VII (Central Visayas),Bohol,Bilar,0,2,0
Region VII (Central Visayas),Bohol,Buenavista,0,1,0
Region VII (Central Visayas),Bohol,Calape,0,1,1
Region VII (Central Visayas),Bohol,Candijay,0,2,0
Region VII (Central Visayas),Bohol,Carmen,0,2,3
Region VII (Central Visayas),Bohol,Catigbian,0,1,1
Region VII (Central Visayas),Bohol,Clarin,0,1,1
Region VII (Central Visayas),Bohol,Corella,0,1,0
Region VII (Central Visayas),Bohol,Cortes,0,1,0
Region VII (Central Visayas),Bohol,Dagohoy,0,1,0
Region VII (Central Visayas),Bohol,Danao,0,1,0
Region VII (Central Visayas),Bohol,Dauis,0,0,1
Region VII (Central Visayas),Bohol,Dimiao,0,1,0
Region VII (Central Visayas),Bohol,Duero,0,1,0
Region VII (Central Visayas),Bohol,Garcia Hernandez,0,1,0
Region VII (Central Visayas),Bohol,Getafe,0,1,0
Region VII (Central Visayas),Bohol,Guindulman,0,1,1
Region VII (Central Visayas),Bohol,Inabanga,0,3,1
Region VII (Central Visayas),Bohol,Jagna,0,3,4
Region VII (Central Visayas),Bohol,Lila,0,1,0
Region VII (Central Visayas),Bohol,Loay,0,1,0
Region VII (Central Visayas),Bohol,Loboc,0,1,0
Region VII (Central Visayas),Bohol,Loon,0,1,2
Region VII (Central Visayas),Bohol,Mabini,0,1,0
Region VII (Central Visayas),Bohol,Maribojoc,0,1,0
Region VII (Central Visayas),Bohol,Panglao,0,1,15
Region VII (Central Visayas),Bohol,Pilar,0,1,1
Region VII (Central Visayas),Bohol,Pitogo,0,0,0
Region VII (Central Visayas),Bohol,Sagbayan (Borja),0,1,1
Region VII (Central Visayas),Bohol,San Isidro,0,0,0
Region VII (Central Visayas),Bohol,San Miguel,0,1,0
Region VII (Central Visayas),Bohol,Sevilla,0,1,0
Region VII (Central Visayas),Bohol,Sierra Bullones,0,1,0
Region VII (Central Visayas),Bohol,Sikatuna,0,1,0
Region VII (Central Visayas),Bohol,Tagbilaran (City/Capital),3,16,92
Region VII (Central Visayas),Bohol,Talibon,0,2,5
Region VII (Central Visayas),Bohol,Trinidad,0,2,2
Region VII (Central Visayas),Bohol,Tubigon,0,2,9
Region VII (Central Visayas),Bohol,Ubay,0,4,5
Region VII (Central Visayas),Bohol,Valencia,0,1,2
Region VII (Central Visayas),Cebu,Alcantara,0,0,0
Region VII (Central Visayas),Cebu,Alcoy,0,0,1
Region VII (Central Visayas),Cebu,Alegria,0,0,1
Region VII (Central Visayas),Cebu,Aloguinsan,0,0,1
Region VII (Central Visayas),Cebu,Argao,1,0,3
Region VII (Central Visayas),Cebu,Asturias,0,0,2
Region VII (Central Visayas),Cebu,Badian,0,0,0
Region VII (Central Visayas),Cebu,Balamban,0,2,11
Region VII (Central Visayas),Cebu,Bantayan,1,0,4
Region VII (Central Visayas),Cebu,Barili,0,0,1
Region VII (Central Visayas),Cebu,Bogo City,2,1,15
Region VII (Central Visayas),Cebu,Boljoon,0,0,2
Region VII (Central Visayas),Cebu,Borbon,0,0,0
Region VII (Central Visayas),Cebu,Carcar City,1,2,15
Region VII (Central Visayas),Cebu,Carmen,0,0,0
Region VII (Central Visayas),Cebu,Catmon,0,0,0
Region VII (Central Visayas),Cebu,Cebu (City/Capital),3,51,564
Region VII (Central Visayas),Cebu,Compostela,1,0,2
Region VII (Central Visayas),Cebu,Consolacion,0,2,28
Region VII (Central Visayas),Cebu,Cordoba,0,0,4
Region VII (Central Visayas),Cebu,Daanbantayan,0,0,4
Region VII (Central Visayas),Cebu,Dalaguete,1,0,1
Region VII (Central Visayas),Cebu,Danao (City),0,1,30
Region VII (Central Visayas),Cebu,Dumanjug,0,0,3
Region VII (Central Visayas),Cebu,Ginatilan,0,0,2
Region VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),1,10,184
Region VII (Central Visayas),Cebu,Liloan,0,1,7
Region VII (Central Visayas),Cebu,Madridejos,0,0,0
Region VII (Central Visayas),Cebu,Malabuyoc,0,0,1
Region VII (Central Visayas),Cebu,Mandaue (City),2,20,148
Region VII (Central Visayas),Cebu,Medellin,0,0,1
Region VII (Central Visayas),Cebu,Minglanilla,0,0,6
Region VII (Central Visayas),Cebu,Moalboal,1,0,6
Region VII (Central Visayas),Cebu,Naga City,0,1,8
Region VII (Central Visayas),Cebu,Oslob,0,0,1
Region VII (Central Visayas),Cebu,Pilar,0,0,0
Region VII (Central Visayas),Cebu,Pinamungahan,0,0,2
Region VII (Central Visayas),Cebu,Poro,0,0,1
Region VII (Central Visayas),Cebu,Ronda,0,0,0
Region VII (Central Visayas),Cebu,Samboan,0,0,1
Region VII (Central Visayas),Cebu,San Fernando,0,0,3
Region VII (Central Visayas),Cebu,San Francisco,0,0,0
Region VII (Central Visayas),Cebu,San Remigio,0,0,0
Region VII (Central Visayas),Cebu,Santa Fe,0,0,0
Region VII (Central Visayas),Cebu,Santander,0,0,1
Region VII (Central Visayas),Cebu,Sibonga,1,0,1
Region VII (Central Visayas),Cebu,Sogod,0,1,0
Region VII (Central Visayas),Cebu,Tabogon,0,0,1
Region VII (Central Visayas),Cebu,Tabuelan,0,0,1
Region VII (Central Visayas),Cebu,Talisay City,0,4,28
Region VII (Central Visayas),Cebu,Toledo (City),1,0,26
Region VII (Central Visayas),Cebu,Tuburan,0,1,2
Region VII (Central Visayas),Cebu,Tudela,0,0,0
Region VII (Central Visayas),Negros Oriental,Amlan (Ayuquitan),0,0,2
Region VII (Central Visayas),Negros Oriental,Ayungon,0,0,0
Region VII (Central Visayas),Negros Oriental,Bacong,0,0,0
Region VII (Central Visayas),Negros Oriental,Bais (City),0,1,9
Region VII (Central Visayas),Negros Oriental,Basay,0,0,0
Region VII (Central Visayas),Negros Oriental,Bindoy (Payabon),0,0,3
Region VII (Central Visayas),Negros Oriental,Canlaon (City),0,1,0
Region VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),0,0,12
Region VII (Central Visayas),Negros Oriental,Dauin,0,0,0
Region VII (Central Visayas),Negros Oriental,Dumaguete (City/Capital),0,9,93
Region VII (Central Visayas),Negros Oriental,Guihulngan City,0,0,4
Region VII (Central Visayas),Negros Oriental,Jimalalud,0,0,0
Region VII (Central Visayas),Negros Oriental,La Libertad,0,0,0
Region VII (Central Visayas),Negros Oriental,Mabinay,0,0,0
Region VII (Central Visayas),Negros Oriental,Manjuyod,0,0,1
Region VII (Central Visayas),Negros Oriental,Pamplona,0,0,0
Region VII (Central Visayas),Negros Oriental,San Jose,0,0,0
Region VII (Central Visayas),Negros Oriental,Santa Catalina,0,0,0
Region VII (Central Visayas),Negros Oriental,Siaton,0,0,1
Region VII (Central Visayas),Negros Oriental,Sibulan,0,2,2
Region VII (Central Visayas),Negros Oriental,Tanjay City,2,1,5
Region VII (Central Visayas),Negros Oriental,Tayasan,0,0,0
Region VII (Central Visayas),Negros Oriental,Valencia,0,0,0
Region VII (Central Visayas),Negros Oriental,Vallehermoso,0,0,0
Region VII (Central Visayas),Negros Oriental,Zamboanguita,0,0,0
Region VII (Central Visayas),Siquijor,Enrique Villanueva,0,1,0
Region VII (Central Visayas),Siquijor,Larena,0,1,5
Region VII (Central Visayas),Siquijor,Lazi,0,1,0
Region VII (Central Visayas),Siquijor,Maria,0,1,0
Region VII (Central Visayas),Siquijor,San Juan,0,1,1
Region VII (Central Visayas),Siquijor,Siquijor (Capital),0,1,5
Region VIII (Eastern Visayas),Biliran,Almeria,0,0,1
Region VIII (Eastern Visayas),Biliran,Biliran,0,0,1
Region VIII (Eastern Visayas),Biliran,Cabucgayan,0,0,0
Region VIII (Eastern Visayas),Biliran,Caibiran,0,0,1
Region VIII (Eastern Visayas),Biliran,Culaba,0,0,0
Region VIII (Eastern Visayas),Biliran,Kawayan,0,0,0
Region VIII (Eastern Visayas),Biliran,Maripipi,0,0,0
Region VIII (Eastern Visayas),Biliran,Naval (Capital),0,0,9
Region VIII (Eastern Visayas),Eastern Samar,Arteche,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Balangiga,1,0,0
Region VIII (Eastern Visayas),Eastern Samar,Balangkayan,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Can-Avid,0,0,3
Region VIII (Eastern Visayas),Eastern Samar,City of Borongan (Capital),0,3,13
Region VIII (Eastern Visayas),Eastern Samar,Dolores,0,0,3
Region VIII (Eastern Visayas),Eastern Samar,General Macarthur,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Giporlos,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Guiuan,0,0,4
Region VIII (Eastern Visayas),Eastern Samar,Hernani,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Jipapad,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Lawaan,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Llorente,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,Maslog,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Maydolong,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,Mercedes,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Oras,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Quinapondan,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Salcedo,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,San Julian,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,San Policarpo,0,0,0
Region VIII (Eastern Visayas),Eastern Samar,Sulat,0,0,1
Region VIII (Eastern Visayas),Eastern Samar,Taft,0,0,0
Region VIII (Eastern Visayas),Leyte,Abuyog,1,1,1
Region VIII (Eastern Visayas),Leyte,Alangalang,0,0,0
Region VIII (Eastern Visayas),Leyte,Albuera,0,0,1
Region VIII (Eastern Visayas),Leyte,Babatngon,0,0,0
Region VIII (Eastern Visayas),Leyte,Barugo,0,0,1
Region VIII (Eastern Visayas),Leyte,Bato,2,1,1
Region VIII (Eastern Visayas),Leyte,Baybay City,0,0,16
Region VIII (Eastern Visayas),Leyte,Burauen,0,0,2
Region VIII (Eastern Visayas),Leyte,Calubian,0,0,1
Region VIII (Eastern Visayas),Leyte,Capoocan,0,0,1
Region VIII (Eastern Visayas),Leyte,Carigara,0,0,3
Region VIII (Eastern Visayas),Leyte,Dagami,0,0,0
Region VIII (Eastern Visayas),Leyte,Dulag,1,0,1
Region VIII (Eastern Visayas),Leyte,Hilongos,1,0,4
Region VIII (Eastern Visayas),Leyte,Hindang,1,0,1
Region VIII (Eastern Visayas),Leyte,Inopacan,1,0,1
Region VIII (Eastern Visayas),Leyte,Isabel,2,0,4
Region VIII (Eastern Visayas),Leyte,Jaro,0,0,3
Region VIII (Eastern Visayas),Leyte,Javier (Bugho),0,0,0
Region VIII (Eastern Visayas),Leyte,Julita,0,0,0
Region VIII (Eastern Visayas),Leyte,Kananga,0,0,1
Region VIII (Eastern Visayas),Leyte,La Paz,0,0,0
Region VIII (Eastern Visayas),Leyte,Leyte,0,0,1
Region VIII (Eastern Visayas),Leyte,Macarthur,0,0,0
Region VIII (Eastern Visayas),Leyte,Mahaplag,0,0,1
Region VIII (Eastern Visayas),Leyte,Matag-Ob,0,0,1
Region VIII (Eastern Visayas),Leyte,Matalom,0,0,1
Region VIII (Eastern Visayas),Leyte,Mayorga,0,0,1
Region VIII (Eastern Visayas),Leyte,Merida,0,0,0
Region VIII (Eastern Visayas),Leyte,Ormoc (City),0,4,51
Region VIII (Eastern Visayas),Leyte,Palo,0,1,6
Region VIII (Eastern Visayas),Leyte,Palompon,0,0,7
Region VIII (Eastern Visayas),Leyte,Pastrana,0,0,0
Region VIII (Eastern Visayas),Leyte,San Isidro,0,0,1
Region VIII (Eastern Visayas),Leyte,San Miguel,0,0,0
Region VIII (Eastern Visayas),Leyte,Santa Fe,0,0,0
Region VIII (Eastern Visayas),Leyte,Tabango,0,0,0
Region VIII (Eastern Visayas),Leyte,Tabontabon,0,0,0
Region VIII (Eastern Visayas),Leyte,Tacloban (City/Capital),3,5,90
Region VIII (Eastern Visayas),Leyte,Tanauan,0,0,3
Region VIII (Eastern Visayas),Leyte,Tolosa,0,0,1
Region VIII (Eastern Visayas),Leyte,Tunga,0,0,1
Region VIII (Eastern Visayas),Leyte,Villaba,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Allen,0,0,3
Region VIII (Eastern Visayas),Northern Samar,Biri,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Bobon,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Capul,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Catarman (Capital),0,2,29
Region VIII (Eastern Visayas),Northern Samar,Catubig,0,0,1
Region VIII (Eastern Visayas),Northern Samar,Gamay,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Laoang,0,0,1
Region VIII (Eastern Visayas),Northern Samar,Lapinig,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Las Navas,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Lavezares,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Lope De Vega,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Mapanas,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Mondragon,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Palapag,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Pambujan,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Rosario,0,0,0
Region VIII (Eastern Visayas),Northern Samar,San Antonio,0,0,0
Region VIII (Eastern Visayas),Northern Samar,San Isidro,0,0,0
Region VIII (Eastern Visayas),Northern Samar,San Jose,0,0,1
Region VIII (Eastern Visayas),Northern Samar,San Roque,0,0,1
Region VIII (Eastern Visayas),Northern Samar,San Vicente,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Silvino Lobos,0,0,0
Region VIII (Eastern Visayas),Northern Samar,Victoria,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Anahawan,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Bontoc,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Hinunangan,0,0,3
Region VIII (Eastern Visayas),Southern Leyte,Hinundayan,0,0,1
Region VIII (Eastern Visayas),Southern Leyte,Libagon,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Liloan,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Limasawa,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Maasin (City/Capital),0,0,21
Region VIII (Eastern Visayas),Southern Leyte,Macrohon,0,0,1
Region VIII (Eastern Visayas),Southern Leyte,Malitbog,0,0,2
Region VIII (Eastern Visayas),Southern Leyte,Padre Burgos,0,0,1
Region VIII (Eastern Visayas),Southern Leyte,Pintuyan,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Saint Bernard,0,0,1
Region VIII (Eastern Visayas),Southern Leyte,San Francisco,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,San Juan (Cabalian),0,0,2
Region VIII (Eastern Visayas),Southern Leyte,San Ricardo,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Silago,0,0,0
Region VIII (Eastern Visayas),Southern Leyte,Sogod,1,1,9
Region VIII (Eastern Visayas),Southern Leyte,Tomas Oppus,0,0,0
Region VIII (Eastern Visayas),Western Samar,Almagro,0,0,0
Region VIII (Eastern Visayas),Western Samar,Basey,0,0,0
Region VIII (Eastern Visayas),Western Samar,Calbayog (City),0,1,20
Region VIII (Eastern Visayas),Western Samar,Calbiga,0,0,1
Region VIII (Eastern Visayas),Western Samar,City of Catbalogan (Capital),0,2,26
Region VIII (Eastern Visayas),Western Samar,Daram,0,0,0
